participant,group,trial,label,no,item,exp,condition,cb,left,right,target,r1,r2,r3,r4,r5,r6,r7,question_rt,choice_rt,choice,chosen_type,mismatch,dominant,prop_left,prop_right,total_dwell,dwell_left,dwell_right,fixations_left,fixations_right,total_fixation,revisits_left,revisits_right,total_revisits,transitions,ffs,ffd,fvs,fvd,cxt
participant_060,b,25,experiment,11,4,1,focus,n,4a,4b,,497.0,891.0,641.0,702.0,601.0,724.0,1465.0,,1078.0,left,A,False,right,0.0,1.0,257.1,0.0,257.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,257.1,right,257.1,focus.A
participant_060,b,13,experiment,13,5,1,exclusive,n,5a,5b,5a,529.0,991.0,783.0,635.0,588.0,656.0,1467.0,,907.0,left,A,False,left,1.0,0.0,956.0,956.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,left,115.0,left,956.0,exclusive.A
participant_060,b,15,experiment,18,6,1,contrastive,y,6b,6a,6b,678.0,702.0,629.0,572.0,875.0,651.0,2735.0,,1056.0,left,B,False,right,0.0,1.0,843.0,0.0,843.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,532.0,right,843.0,contrastive.B
participant_060,b,37,experiment,20,7,1,focus,y,7b,7a,,615.0,902.0,671.0,505.0,599.0,763.0,1731.0,,573.0,right,A,False,left,0.904,0.096,1145.0,1035.0,110.0,3.0,1.0,4.0,2.0,0.0,2.0,2.0,left,193.0,left,193.0,focus.A
participant_060,b,17,experiment,22,8,1,exclusive,y,8b,8a,8a,1031.0,1431.0,787.0,704.0,913.0,722.0,1014.0,,938.0,right,A,False,right,0.465,0.535,906.0,421.0,485.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,left,222.0,left,421.0,exclusive.A
participant_060,b,12,experiment,27,9,1,contrastive,n,9a,9b,9b,684.0,720.0,715.0,643.0,709.0,668.0,1435.0,,757.0,right,B,False,right,0.298,0.702,847.0,252.0,595.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,left,252.0,left,252.0,contrastive.B
participant_060,b,21,experiment,29,10,1,focus,n,10a,10b,,809.0,2469.0,1772.0,596.0,676.0,809.0,670.0,,2760.0,left,A,False,left,0.845,0.155,727.0,614.0,113.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,right,113.0,right,113.0,focus.A
participant_060,b,39,experiment,31,11,1,exclusive,n,11a,11b,11a,668.0,733.0,1231.0,1268.0,717.0,1111.0,849.0,,1277.0,left,A,False,left,0.668,0.332,1134.0,757.0,377.0,1.0,4.0,5.0,0.0,3.0,3.0,2.0,right,50.0,right,179.0,exclusive.A
participant_060,b,41,experiment,36,12,1,contrastive,y,12b,12a,12b,1597.0,626.0,587.0,534.0,2464.0,1181.0,2123.0,,1313.0,left,B,False,left,0.885,0.115,962.0,851.0,111.0,3.0,1.0,4.0,2.0,0.0,2.0,2.0,left,149.0,left,149.0,contrastive.B
participant_060,b,14,experiment,38,13,1,focus,y,13b,13a,,566.0,572.0,633.0,691.0,591.0,872.0,960.0,,992.0,right,A,False,left,0.52,0.48,3639.0,1892.0,1747.0,8.0,9.0,17.0,7.0,8.0,15.0,7.0,left,71.0,left,525.0,focus.A
participant_060,b,29,experiment,40,14,1,exclusive,y,14b,14a,14a,647.0,649.0,954.0,1017.0,957.0,1024.0,1700.0,,1228.0,right,A,False,left,0.514,0.486,1865.0,959.0,906.0,3.0,4.0,7.0,2.0,3.0,5.0,4.0,right,80.0,right,197.0,exclusive.A
participant_060,b,46,experiment,45,15,1,contrastive,n,15a,15b,15b,528.0,629.0,536.0,488.0,519.0,523.0,710.0,,712.0,right,B,False,right,0.078,0.922,901.0,70.0,831.0,1.0,4.0,5.0,0.0,3.0,3.0,1.0,right,112.0,right,831.0,contrastive.B
participant_060,b,18,experiment,47,16,1,focus,n,16a,16b,,824.0,803.0,1183.0,893.0,650.0,628.0,1019.0,,1549.0,left,A,False,left,0.602,0.398,646.1,389.0,257.1,2.0,1.0,3.0,1.0,0.0,1.0,2.0,left,198.0,left,198.0,focus.A
participant_060,b,23,experiment,49,17,1,exclusive,n,17a,17b,17a,545.0,641.0,1380.0,1149.0,628.0,1101.0,1280.0,,1029.0,left,A,False,left,1.0,0.0,257.1,257.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,257.1,left,257.1,exclusive.A
participant_060,b,43,experiment,54,18,1,contrastive,y,18b,18a,18b,528.0,515.0,492.0,576.0,859.0,735.0,600.0,,1038.0,left,B,False,right,0.0,1.0,623.0,0.0,623.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,623.0,right,623.0,contrastive.B
participant_061,c,33,experiment,3,1,1,contrastive,n,1a,1b,1b,526.0,610.0,618.0,806.0,1021.0,739.0,898.0,,972.0,right,B,False,left,1.0,0.0,116.0,116.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,116.0,left,116.0,contrastive.B
participant_061,c,36,experiment,5,2,1,focus,n,2a,2b,,466.0,439.0,464.0,527.0,594.0,712.0,743.0,,1049.0,left,A,False,right,0.0,1.0,183.0,0.0,183.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,74.0,right,183.0,focus.A
participant_061,c,34,experiment,7,3,1,exclusive,n,3a,3b,3a,508.0,520.0,673.0,622.0,631.0,973.0,826.0,,732.0,left,A,False,left,1.0,0.0,598.0,598.0,0.0,5.0,0.0,5.0,4.0,0.0,4.0,0.0,left,76.0,left,598.0,exclusive.A
participant_061,c,47,experiment,12,4,1,contrastive,y,4b,4a,4b,512.0,490.0,512.0,495.0,486.0,601.0,1028.0,,745.0,left,B,False,right,0.0,1.0,318.0,0.0,318.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,158.0,right,318.0,contrastive.B
participant_061,c,27,experiment,14,5,1,focus,y,5b,5a,,549.0,510.0,606.0,588.0,632.0,657.0,2044.0,,8863.0,right,A,False,right,0.432,0.568,1387.1,599.0,788.1,3.0,5.0,8.0,2.0,4.0,6.0,3.0,right,148.0,right,301.0,focus.A
participant_061,c,17,experiment,16,6,1,exclusive,y,6b,6a,6a,595.0,500.0,447.0,470.0,422.0,587.0,4283.0,,744.0,right,A,False,left,0.666,0.334,1030.0,686.0,344.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,right,344.0,right,344.0,exclusive.A
participant_061,c,49,experiment,21,7,1,contrastive,n,7a,7b,7b,511.0,624.0,538.0,590.0,490.0,496.0,521.0,,564.0,right,B,False,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,contrastive.B
participant_061,c,12,experiment,23,8,1,focus,n,8a,8b,,567.0,640.0,733.0,569.0,561.0,601.0,933.0,,869.0,left,A,False,right,0.201,0.799,894.0,180.0,714.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,left,106.0,left,106.0,focus.A
participant_061,c,40,experiment,25,9,1,exclusive,n,9a,9b,9a,507.0,447.0,442.0,499.0,474.0,853.0,736.0,,626.0,left,A,False,right,0.199,0.801,1204.0,239.0,965.0,1.0,6.0,7.0,0.0,5.0,5.0,2.0,right,73.0,right,152.0,exclusive.A
participant_061,c,43,experiment,30,10,1,contrastive,y,10b,10a,10b,536.0,461.0,481.0,445.0,499.0,450.0,509.0,,798.0,left,B,False,right,0.0,1.0,1022.0,0.0,1022.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,right,750.0,right,1022.0,contrastive.B
participant_061,c,22,experiment,32,11,1,focus,y,11b,11a,,539.0,710.0,523.0,557.0,737.0,857.0,1253.0,,636.0,right,A,False,left,0.614,0.386,971.0,596.0,375.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,right,292.0,right,375.0,focus.A
participant_061,c,10,experiment,34,12,1,exclusive,y,12b,12a,12a,510.0,508.0,842.0,675.0,482.0,679.0,744.0,,784.0,right,A,False,left,0.781,0.219,684.0,534.0,150.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,right,74.0,right,150.0,exclusive.A
participant_061,c,20,experiment,39,13,1,contrastive,n,13a,13b,13b,706.0,475.0,431.0,416.0,527.0,520.0,497.0,,779.0,right,B,False,right,0.158,0.842,501.0,79.0,422.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,left,79.0,left,79.0,contrastive.B
participant_061,c,29,experiment,41,14,1,focus,n,14a,14b,,515.0,437.0,488.0,480.0,558.0,486.0,676.0,,3571.0,left,A,False,right,0.122,0.878,842.0,103.0,739.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,right,683.0,right,683.0,focus.A
participant_061,c,15,experiment,43,15,1,exclusive,n,15a,15b,15a,780.0,623.0,588.0,1033.0,599.0,826.0,632.0,,1030.0,left,A,False,right,0.0,1.0,379.0,0.0,379.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,right,73.0,right,379.0,exclusive.A
participant_061,c,25,experiment,48,16,1,contrastive,y,16b,16a,16b,430.0,426.0,431.0,526.0,636.0,491.0,472.0,,534.0,left,B,False,left,0.686,0.314,5595.1,3838.1,1757.0,13.0,7.0,20.0,12.0,6.0,18.0,8.0,right,85.0,right,85.0,contrastive.B
participant_061,c,24,experiment,50,17,1,focus,y,17b,17a,,476.0,459.0,533.0,545.0,646.0,791.0,2649.0,,1496.0,right,A,False,right,0.0,1.0,781.0,0.0,781.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,781.0,right,781.0,focus.A
participant_061,c,38,experiment,52,18,1,exclusive,y,18b,18a,18a,563.0,480.0,545.0,659.0,493.0,704.0,1096.0,,693.0,right,A,False,left,1.0,0.0,161.0,161.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,85.0,left,161.0,exclusive.A
participant_062,a,36,experiment,1,1,1,exclusive,n,1a,1b,1a,330.0,299.0,288.0,294.0,287.0,541.0,371.0,,690.0,left,A,False,left,1.0,0.0,639.0,639.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,379.0,left,639.0,exclusive.A
participant_062,a,50,experiment,6,2,1,contrastive,y,2b,2a,2b,258.0,292.0,285.0,284.0,268.0,316.0,342.0,,880.0,right,A,True,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,contrastive.A
participant_062,a,18,experiment,8,3,1,focus,y,3b,3a,,381.0,425.0,398.0,412.0,643.0,693.0,533.0,,1132.0,right,A,False,left,1.0,0.0,852.0,852.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,left,110.0,left,852.0,focus.A
participant_062,a,43,experiment,10,4,1,exclusive,y,4b,4a,4a,379.0,245.0,366.0,267.0,294.0,302.0,337.0,,601.0,right,A,False,right,0.298,0.702,426.0,127.0,299.0,2.0,3.0,5.0,1.0,2.0,3.0,2.0,right,121.0,right,121.0,exclusive.A
participant_062,a,10,experiment,15,5,1,contrastive,n,5a,5b,5b,560.0,480.0,465.0,699.0,567.0,670.0,794.0,,2728.0,left,A,True,right,0.064,0.936,1073.0,69.0,1004.0,1.0,3.0,4.0,0.0,2.0,2.0,2.0,right,130.0,right,248.0,contrastive.A
participant_062,a,13,experiment,17,6,1,focus,n,6a,6b,,383.0,554.0,409.0,396.0,411.0,439.0,392.0,,1271.0,left,A,False,right,0.44,0.56,1717.4,756.1,961.3,2.0,4.0,6.0,1.0,3.0,4.0,4.0,right,307.0,right,307.0,focus.A
participant_062,a,49,experiment,19,7,1,exclusive,n,7a,7b,7a,353.0,342.0,356.0,349.0,359.0,364.0,328.0,,593.0,left,A,False,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,exclusive.A
participant_062,a,47,experiment,24,8,1,contrastive,y,8b,8a,8b,473.0,286.0,296.0,339.0,315.0,316.0,317.0,,700.0,right,A,True,left,0.87,0.13,579.0,504.0,75.0,3.0,1.0,4.0,2.0,0.0,2.0,2.0,left,52.0,left,52.0,contrastive.A
participant_062,a,35,experiment,26,9,1,focus,y,9b,9a,,335.0,295.0,270.0,230.0,114.0,565.0,497.0,,613.0,right,A,False,right,0.339,0.661,1147.0,389.0,758.0,4.0,3.0,7.0,3.0,2.0,5.0,1.0,left,58.0,left,389.0,focus.A
participant_062,a,45,experiment,28,10,1,exclusive,y,10b,10a,10a,268.0,314.0,370.0,271.0,282.0,287.0,404.0,,1202.0,right,A,False,left,0.736,0.264,488.0,359.0,129.0,3.0,1.0,4.0,2.0,0.0,2.0,2.0,left,129.0,left,129.0,exclusive.A
participant_062,a,42,experiment,33,11,1,contrastive,n,11a,11b,11b,283.0,277.0,271.0,304.0,243.0,335.0,296.0,,974.0,left,A,True,left,1.0,0.0,257.1,257.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,257.1,left,257.1,contrastive.A
participant_062,a,27,experiment,35,12,1,focus,n,12a,12b,,319.0,336.0,320.0,326.0,423.0,587.0,401.0,,762.0,left,A,False,left,0.755,0.245,1381.0,1043.0,338.0,3.0,2.0,5.0,2.0,1.0,3.0,3.0,left,542.0,left,542.0,focus.A
participant_062,a,38,experiment,37,13,1,exclusive,n,13a,13b,13a,547.0,556.0,379.0,410.0,306.0,357.0,470.0,,785.0,left,A,False,left,0.54,0.46,642.0,347.0,295.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,left,75.0,left,347.0,exclusive.A
participant_062,a,31,experiment,42,14,1,contrastive,y,14b,14a,14b,518.0,254.0,316.0,351.0,308.0,320.0,383.0,,1593.0,right,A,True,left,0.903,0.097,599.0,541.0,58.0,4.0,1.0,5.0,3.0,0.0,3.0,2.0,left,80.0,left,80.0,contrastive.A
participant_062,a,29,experiment,44,15,1,focus,y,15b,15a,,369.0,301.0,317.0,350.0,289.0,330.0,365.0,,1619.0,right,A,False,right,0.422,0.578,1291.0,545.0,746.0,3.0,1.0,4.0,2.0,0.0,2.0,2.0,left,128.0,left,461.0,focus.A
participant_062,a,40,experiment,46,16,1,exclusive,y,16b,16a,16a,339.0,262.0,314.0,282.0,295.0,314.0,320.0,,768.0,right,A,False,left,0.6,0.4,718.0,431.0,287.0,1.0,3.0,4.0,0.0,2.0,2.0,1.0,right,58.0,right,287.0,exclusive.A
participant_062,a,34,experiment,51,17,1,contrastive,n,17a,17b,17b,511.0,392.0,328.0,366.0,316.0,307.0,395.0,,675.0,left,A,True,left,1.0,0.0,640.0,640.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,442.0,left,640.0,contrastive.A
participant_062,a,21,experiment,53,18,1,focus,n,18a,18b,,376.0,371.0,420.0,653.0,523.0,482.0,501.0,,1462.0,left,A,False,right,0.42,0.58,505.0,212.0,293.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,212.0,left,212.0,focus.A
participant_063,a,36,experiment,1,1,1,exclusive,n,1a,1b,1a,1184.0,624.0,610.0,648.0,705.0,644.0,455.0,,826.0,left,A,False,left,1.0,0.0,348.0,348.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,348.0,left,348.0,exclusive.A
participant_063,a,50,experiment,6,2,1,contrastive,y,2b,2a,2b,415.0,395.0,420.0,372.0,415.0,446.0,426.0,,609.0,right,A,True,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,contrastive.A
participant_063,a,18,experiment,8,3,1,focus,y,3b,3a,,564.0,604.0,557.0,957.0,672.0,976.0,662.0,,1047.0,right,A,False,left,0.606,0.394,1146.0,694.0,452.0,3.0,4.0,7.0,2.0,3.0,5.0,5.0,left,55.0,left,55.0,focus.A
participant_063,a,43,experiment,10,4,1,exclusive,y,4b,4a,4a,316.0,437.0,352.0,476.0,399.0,496.0,627.0,,3613.0,right,A,False,right,0.464,0.536,1518.0,704.0,814.0,6.0,7.0,13.0,5.0,6.0,11.0,9.0,left,54.0,left,54.0,exclusive.A
participant_063,a,10,experiment,15,5,1,contrastive,n,5a,5b,5b,702.0,896.0,802.0,848.0,946.0,862.0,1273.0,,6815.0,right,B,False,left,0.79,0.21,1544.0,1220.0,324.0,3.0,2.0,5.0,2.0,1.0,3.0,1.0,right,121.0,right,324.0,contrastive.B
participant_063,a,13,experiment,17,6,1,focus,n,6a,6b,,1350.0,1306.0,1764.0,722.0,855.0,754.0,870.0,,2675.0,left,A,False,left,0.912,0.088,624.0,569.0,55.0,5.0,1.0,6.0,4.0,0.0,4.0,2.0,left,51.0,left,51.0,focus.A
participant_063,a,49,experiment,19,7,1,exclusive,n,7a,7b,7a,348.0,327.0,317.0,322.0,347.0,375.0,380.0,,452.0,left,A,False,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,exclusive.A
participant_063,a,47,experiment,24,8,1,contrastive,y,8b,8a,8b,366.0,397.0,388.0,401.0,387.0,499.0,445.0,,542.0,right,A,True,left,0.748,0.252,202.0,151.0,51.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,51.0,right,51.0,contrastive.A
participant_063,a,35,experiment,26,9,1,focus,y,9b,9a,,367.0,379.0,360.0,383.0,396.0,400.0,472.0,,683.0,right,A,False,left,0.82,0.18,1220.0,1000.0,220.0,3.0,2.0,5.0,2.0,1.0,3.0,4.0,left,322.0,left,322.0,focus.A
participant_063,a,45,experiment,28,10,1,exclusive,y,10b,10a,10a,435.0,383.0,578.0,387.0,382.0,434.0,430.0,,1957.0,right,A,False,right,0.0,1.0,307.0,0.0,307.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,307.0,right,307.0,exclusive.A
participant_063,a,42,experiment,33,11,1,contrastive,n,11a,11b,11b,403.0,401.0,461.0,482.0,502.0,804.0,580.0,,683.0,left,A,True,left,1.0,0.0,571.0,571.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,571.0,left,571.0,contrastive.A
participant_063,a,27,experiment,35,12,1,focus,n,12a,12b,,855.0,1076.0,548.0,678.0,432.0,682.0,495.0,,1711.0,left,A,False,left,0.612,0.388,982.0,601.0,381.0,5.0,5.0,10.0,4.0,4.0,8.0,9.0,right,67.0,right,67.0,focus.A
participant_063,a,38,experiment,37,13,1,exclusive,n,13a,13b,13a,397.0,382.0,360.0,480.0,427.0,503.0,720.0,,494.0,left,A,False,right,0.176,0.824,1212.0,213.0,999.0,1.0,4.0,5.0,0.0,3.0,3.0,2.0,right,444.0,right,766.0,exclusive.A
participant_063,a,31,experiment,42,14,1,contrastive,y,14b,14a,14b,393.0,420.0,1024.0,533.0,460.0,476.0,607.0,,3492.0,right,A,True,left,0.759,0.241,630.0,478.0,152.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,478.0,left,478.0,contrastive.A
participant_063,a,29,experiment,44,15,1,focus,y,15b,15a,,663.0,758.0,533.0,514.0,477.0,670.0,1815.0,,1240.0,right,A,False,left,0.665,0.335,2696.0,1794.0,902.0,9.0,6.0,15.0,8.0,5.0,13.0,5.0,left,276.0,left,276.0,focus.A
participant_063,a,40,experiment,46,16,1,exclusive,y,16b,16a,16a,341.0,351.0,360.0,446.0,628.0,471.0,478.0,,1432.0,right,A,False,left,0.811,0.189,449.0,364.0,85.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,left,61.0,left,61.0,exclusive.A
participant_063,a,34,experiment,51,17,1,contrastive,n,17a,17b,17b,441.0,511.0,606.0,524.0,446.0,526.0,514.0,,456.0,left,A,True,right,0.433,0.567,630.0,273.0,357.0,3.0,4.0,7.0,2.0,3.0,5.0,5.0,left,50.0,left,50.0,contrastive.A
participant_063,a,21,experiment,53,18,1,focus,n,18a,18b,,1693.0,944.0,836.0,589.0,955.0,642.0,730.0,,1422.0,left,A,False,right,0.0,1.0,649.0,0.0,649.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,63.0,right,649.0,focus.A
participant_064,a,36,experiment,1,1,1,exclusive,n,1a,1b,1a,474.0,670.0,880.0,610.0,590.0,934.0,547.0,,784.0,left,A,False,left,0.524,0.476,832.0,436.0,396.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,396.0,right,396.0,exclusive.A
participant_064,a,50,experiment,6,2,1,contrastive,y,2b,2a,2b,650.0,766.0,911.0,825.0,1045.0,2102.0,465.0,,1134.0,left,B,False,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,contrastive.B
participant_064,a,18,experiment,8,3,1,focus,y,3b,3a,,698.0,984.0,935.0,937.0,898.0,1000.0,1176.0,,3673.0,right,A,False,left,1.0,0.0,1830.0,1830.0,0.0,5.0,0.0,5.0,4.0,0.0,4.0,0.0,left,641.0,left,1830.0,focus.A
participant_064,a,43,experiment,10,4,1,exclusive,y,4b,4a,4a,530.0,908.0,958.0,574.0,498.0,594.0,437.0,,2502.0,right,A,False,right,0.0,1.0,710.0,0.0,710.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,235.0,right,710.0,exclusive.A
participant_064,a,10,experiment,15,5,1,contrastive,n,5a,5b,5b,590.0,621.0,545.0,513.0,475.0,803.0,1098.0,,1504.0,right,B,False,right,0.127,0.873,1533.0,195.0,1338.0,3.0,10.0,13.0,2.0,9.0,11.0,5.0,right,91.0,right,220.0,contrastive.B
participant_064,a,13,experiment,17,6,1,focus,n,6a,6b,,686.0,731.0,672.0,685.0,714.0,815.0,688.0,,2061.0,left,A,False,right,0.347,0.653,1287.0,447.0,840.0,2.0,4.0,6.0,1.0,3.0,4.0,4.0,right,67.0,right,67.0,focus.A
participant_064,a,49,experiment,19,7,1,exclusive,n,7a,7b,7a,450.0,465.0,454.0,405.0,457.0,815.0,621.0,,805.0,left,A,False,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,exclusive.A
participant_064,a,47,experiment,24,8,1,contrastive,y,8b,8a,8b,534.0,416.0,427.0,473.0,562.0,395.0,514.0,,1188.0,left,B,False,right,0.478,0.522,740.0,354.0,386.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,right,386.0,right,386.0,contrastive.B
participant_064,a,35,experiment,26,9,1,focus,y,9b,9a,,656.0,723.0,632.0,806.0,743.0,970.0,876.0,,1152.0,right,A,False,right,0.0,1.0,1031.0,0.0,1031.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,right,832.0,right,1031.0,focus.A
participant_064,a,45,experiment,28,10,1,exclusive,y,10b,10a,10a,529.0,1336.0,381.0,493.0,413.0,716.0,511.0,,761.0,right,A,False,left,0.734,0.266,1062.0,779.0,283.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,right,216.0,right,283.0,exclusive.A
participant_064,a,42,experiment,33,11,1,contrastive,n,11a,11b,11b,534.0,472.0,478.0,492.0,608.0,912.0,654.0,,2444.0,right,B,False,left,0.643,0.357,706.0,454.0,252.0,3.0,2.0,5.0,2.0,1.0,3.0,4.0,left,101.0,left,101.0,contrastive.B
participant_064,a,27,experiment,35,12,1,focus,n,12a,12b,,856.0,1576.0,484.0,537.0,736.0,1548.0,793.0,,1374.0,left,A,False,right,0.353,0.647,2723.1,960.1,1763.0,5.0,5.0,10.0,4.0,4.0,8.0,3.0,left,60.0,left,317.1,focus.A
participant_064,a,38,experiment,37,13,1,exclusive,n,13a,13b,13a,536.0,551.0,595.0,622.0,628.0,886.0,697.0,,885.0,left,A,False,right,0.302,0.698,771.0,233.0,538.0,3.0,2.0,5.0,2.0,1.0,3.0,3.0,left,100.0,left,167.0,exclusive.A
participant_064,a,31,experiment,42,14,1,contrastive,y,14b,14a,14b,547.0,801.0,819.0,728.0,509.0,730.0,1096.0,,3523.0,left,B,False,left,1.0,0.0,1072.0,1072.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,0.0,left,164.0,left,1072.0,contrastive.B
participant_064,a,29,experiment,44,15,1,focus,y,15b,15a,,413.0,779.0,439.0,553.0,466.0,632.0,730.0,,4198.0,right,A,False,right,0.42,0.58,2504.0,1052.0,1452.0,7.0,4.0,11.0,6.0,3.0,9.0,6.0,left,66.0,left,66.0,focus.A
participant_064,a,40,experiment,46,16,1,exclusive,y,16b,16a,16a,575.0,644.0,612.0,748.0,998.0,845.0,447.0,,902.0,right,A,False,right,0.0,1.0,1742.0,0.0,1742.0,0.0,8.0,8.0,0.0,7.0,7.0,0.0,right,167.0,right,1742.0,exclusive.A
participant_064,a,34,experiment,51,17,1,contrastive,n,17a,17b,17b,733.0,1533.0,1868.0,804.0,723.0,926.0,2083.0,,5233.0,right,B,False,right,0.236,0.764,647.0,153.0,494.0,2.0,5.0,7.0,1.0,4.0,5.0,4.0,right,135.0,right,135.0,contrastive.B
participant_064,a,21,experiment,53,18,1,focus,n,18a,18b,,828.0,1064.0,865.0,708.0,646.0,575.0,622.0,,2476.0,left,A,False,left,0.59,0.41,731.0,431.0,300.0,4.0,2.0,6.0,3.0,1.0,4.0,2.0,left,66.0,left,314.0,focus.A
participant_065,c,33,experiment,3,1,1,contrastive,n,1a,1b,1b,553.0,483.0,439.0,458.0,379.0,410.0,368.0,,1023.0,right,B,False,right,0.0,1.0,903.0,0.0,903.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,right,447.0,right,903.0,contrastive.B
participant_065,c,36,experiment,5,2,1,focus,n,2a,2b,,401.0,1064.0,772.0,1122.0,755.0,707.0,395.0,,946.0,left,A,False,right,0.0,1.0,709.0,0.0,709.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,64.0,right,709.0,focus.A
participant_065,c,34,experiment,7,3,1,exclusive,n,3a,3b,3a,372.0,721.0,817.0,538.0,533.0,736.0,405.0,,1029.0,left,A,False,left,0.904,0.096,727.0,657.0,70.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,left,232.0,left,232.0,exclusive.A
participant_065,c,47,experiment,12,4,1,contrastive,y,4b,4a,4b,605.0,675.0,535.0,403.0,411.0,363.0,487.0,,1327.0,left,B,False,right,0.0,1.0,781.0,0.0,781.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,781.0,right,781.0,contrastive.B
participant_065,c,27,experiment,14,5,1,focus,y,5b,5a,,425.0,600.0,445.0,369.0,394.0,476.0,558.0,,866.0,right,A,False,right,0.147,0.853,893.0,131.0,762.0,2.0,3.0,5.0,1.0,2.0,3.0,2.0,right,262.0,right,262.0,focus.A
participant_065,c,17,experiment,16,6,1,exclusive,y,6b,6a,6a,468.0,507.0,547.0,649.0,497.0,509.0,551.0,,1065.0,right,A,False,left,1.0,0.0,714.0,714.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,0.0,left,70.0,left,714.0,exclusive.A
participant_065,c,49,experiment,21,7,1,contrastive,n,7a,7b,7b,373.0,403.0,414.0,386.0,399.0,453.0,408.0,,757.0,right,B,False,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,contrastive.B
participant_065,c,12,experiment,23,8,1,focus,n,8a,8b,,487.0,662.0,533.0,440.0,435.0,396.0,369.0,,939.0,left,A,False,right,0.483,0.517,1225.1,591.1,634.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,left,257.1,left,591.1,focus.A
participant_065,c,40,experiment,25,9,1,exclusive,n,9a,9b,9a,459.0,566.0,677.0,462.0,377.0,397.0,319.0,,1192.0,left,A,False,right,0.244,0.756,1776.1,433.0,1343.1,3.0,5.0,8.0,2.0,4.0,6.0,2.0,right,158.0,right,478.1,exclusive.A
participant_065,c,43,experiment,30,10,1,contrastive,y,10b,10a,10b,673.0,487.0,389.0,415.0,376.0,406.0,336.0,,510.0,left,B,False,right,0.424,0.576,618.0,262.0,356.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,left,68.0,left,262.0,contrastive.B
